#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_aksarazig;Aksarazig;;;;;;;;;;;;;x
b_aksarcuk;Aksarcuk;;;;;;;;;;;;;x
b_aksaregli;Aksaregli;;;;;;;;;;;;;x
b_aksarili;Aksarili;;;;;;;;;;;;;x
b_aksarkale;Aksarkale;;;;;;;;;;;;;x
b_aksarsa;Aksarsa;;;;;;;;;;;;;x
b_aksaybin;Aksaybin;;;;;;;;;;;;;x
b_aksum;Aksum;;;;;;;;;;;;;x
b_aktau;Aktau;;;;;;;;;;;;;x
b_aktyube;Aktyube;;;;;;;;;;;;;x
b_akuna;Akuna;;;;;;;;;;;;;x
b_akuna_5;;;;;;;;;;;;;;x
b_akuna_6;;;;;;;;;;;;;;x
b_akuna_7;;;;;;;;;;;;;;x
b_akure;Akure;;;;;;;;;;;;;x
b_al;;;;;;;;;;;;;;x
b_al;Al;;;;;;;;;;;;;x
b_alabaster;Alabaster;;;;;;;;;;;;;x
b_alabori;Alabori;;;;;;;;;;;;;x
b_aladon;Aladon;;;;;;;;;;;;;x
b_alafia;Alafia;;;;;;;;;;;;;;x
b_alagna;Alagna;;;;;;;;;;;;;x
b_alahar;Alahar;;;;;;;;;;;;;x
b_alain;Al'ain;;;;;;;;;;;;;x
b_alakhar;Alakhar;;;;;;;;;;;;;x
b_alammu;Alammu;;;;;;;;;;;;;x
b_alammuruhn;Alammuruhn;;;;;;;;;;;;;x
b_alan;;;;;;;;;;;;;;x
b_aland;Aland;;;;;;;;;;;;;x
b_alanthe;Alanthe;;;;;;;;;;;;;x
b_alar;Alar;;;;;;;;;;;;;x
b_alara;Alara;;;;;;;;;;;;;x
b_alaves;Alaves;;;;;;;;;;;;;x
b_albon;Albon;Albon;Albon;;Albon;;;;;;;;;x
b_albon_adj;Albonian;;alboner;;;;;;;;;;;x
b_alcaire;Alcaire;;;;;;;;;;;;;x
b_alchemistshack;Alchemist's Rest;Repaire de l'Alchimiste;;;;;;;;;;;;x
b_alcoa;Alcoa;;;;;;;;;;;;;x
b_alcoa_7;Acnanthig;;;;;;;;;;;;;;x
b_alcoman;Alcoman;;;;;;;;;;;;;x
b_alcrest;Alcrest;;;;;;;;;;;;;x
b_alcrest_6;;;;;;;;;;;;;;x
b_alcrest_7;;;;;;;;;;;;;;x
b_alda;Alda;;;;;;;;;;;;;x
b_aldaheru;Ald-Aheru;;;;;;;;;;;;;x
b_aldaim;Aldaim;;;;;;;;;;;;;x
b_aldakkad;Aldakkad;;;;;;;;;;;;;x
b_aldalexa;Aldalexa;;;;;;;;;;;;;x
b_aldamaur;Ald-Amaur;;;;;;;;;;;;;x
b_aldaren;Aldaren;;;;;;;;;;;;;x
b_aldareon;Aldareon;;;;;;;;;;;;;x
b_aldbranor;Aldbranor;;;;;;;;;;;;;x
b_aldcasus;Aldcasus;;;;;;;;;;;;;x
b_aldchorra;Ald-Chorra;;;;;;;;;;;;;x
b_aldcroft;Aldcroft;;;;;;;;;;;;;x
b_alddaedroth;Ald Daedroth;;;;;;;;;;;;;x
b_alddibelus;Ald Dibelus;;;;;;;;;;;;;x
b_aldera;Aldera;;;;;;;;;;;;;x
b_aldera_5;;;;;;;;;;;;;;x
b_aldera_6;;;;;;;;;;;;;;x
b_aldera_7;;;;;;;;;;;;;;x
b_alderhorn;Alderhorn;;;;;;;;;;;;;x
b_alderon;Alderon;;;;;;;;;;;;;x
b_aldiriat;Aldiriat;;;;;;;;;;;;;x
b_aldiron;Aldiron;;;;;;;;;;;;;x
b_aldiuval;Ald Iuval;;;;;;;;;;;;;x
b_aldkaeso;Ald-Kaeso;;;;;;;;;;;;;x
b_aldlexia;Aldlexia;;;;;;;;;;;;;x
b_aldlipari;Aldlipari;;;;;;;;;;;;;x
b_aldloren;Aldloren;;;;;;;;;;;;;x
b_aldmatara;Aldmatara;;;;;;;;;;;;;x
b_aldmelina;Ald Melina;;;;;;;;;;;;;x
b_aldmgarr;Ald-Mgarr;;;;;;;;;;;;;x
b_aldmoab;Aldmoab;;;;;;;;;;;;;x
b_aldmuris;Aldmuris;;;;;;;;;;;;;x
b_aldnator;Ald-Nator;;;;;;;;;;;;;x
b_aldnineveh;Aldnineveh;;;;;;;;;;;;;x
b_aldora;Aldora;;;;;;;;;;;;;x
b_aldos;Aldos;;;;;;;;;;;;;x
b_aldos_5;;;;;;;;;;;;;;x
b_aldos_6;;;;;;;;;;;;;;x
b_aldos_7;;;;;;;;;;;;;;x
b_aldranis;Aldranis;;;;;;;;;;;;;x
b_aldredaynia;Ald Redaynia;;;;;;;;;;;;;x
b_aldrethem;Aldrethem;;;;;;;;;;;;;x
b_aldruan;Aldruan;;;;;;;;;;;;;x
b_aldruhn;Ald Ruhn;;;;;;;;;;;;;x
b_aldsotha;Ald Sotha;;;;;;;;;;;;;x
b_aldtaneth;Ald-Taneth;;;;;;;;;;;;;x
b_aldteig;Aldteig;;;;;;;;;;;;;x
b_aldteraria;Ald Teraria;;;;;;;;;;;;;x
b_aldthan;Aldthan;;;;;;;;;;;;;x
b_aldtoril;Aldtoril;;;;;;;;;;;;;x
b_aldusa;Aldusa;;;;;;;;;;;;;x
b_aldvelothi;Ald Velothi;;;;;;;;;;;;;x
b_alemaya;Alemaya;;;;;;;;;;;;;;x
b_alencon;Alençon;Alençon;Alençon;;Alençon;;;;;;;;;x
b_alencon_adj;Alençonian;;alençoner;;;;;;;;;;;x
b_aleradon;Aleradon;;;;;;;;;;;;;x
b_alerian;Alerian;;;;;;;;;;;;;x
b_aleru;Aleru;;;;;;;;;;;;;x
b_ales;Ales;;;;;;;;;;;;;x
b_alessia;Alessia;;;;;;;;;;;;;x
b_alesund;Alesund;;;;;;;;;;;;;x
b_aleswell;Aleswell;;;;;;;;;;;;;x
b_aleswell_7;Aleswell Mine;;;;;;;;;;;;;;x
b_aleudian;Aleudian;;;;;;;;;;;;;x
b_aleveran;Aleveran;;;;;;;;;;;;;x
b_alftand;Alftand;;;;;;;;;;;;;x
b_alftand;Alftand;Alftand;Alftand;;Alftand;;;;;;;;;x
b_alftand_2;Alftand;Alftand;Alftand;;Alftand;;;;;;;;;x
b_alftand_2_adj;Alftandian;;alftander;;;;;;;;;;;x
b_alftand_3;Alftand;Alftand;Alftand;;Alftand;;;;;;;;;x
b_alftand_3_adj;Alftandian;;alftander;;;;;;;;;;;x
b_alftand_4;Alftand;Alftand;Alftand;;Alftand;;;;;;;;;x
b_alftand_4_adj;Alftandian;;alftander;;;;;;;;;;;x
b_alftand_7;;Milftand;;;;;;;;;;;;x
b_alftand_adj;Alftandian;;alftander;;;;;;;;;;;x
b_algasba;Algasba;;;;;;;;;;;;;x
b_algran;Algran;;;;;;;;;;;;;x
b_aliab;Aliab;;;;;;;;;;;;;;x
b_aliaric;Aliaric;;;;;;;;;;;;;x
b_alidril;Alidril;;;;;;;;;;;;;x
b_alimahera;Alimahera;;;;;;;;;;;;;x
b_alinor;Alinor;;;;;;;;;;;;;x
b_alion;Alion;;;;;;;;;;;;;x
b_aliyuamba;Aliyuamba;;;;;;;;;;;;;;x
b_alkanet;Alkanet;;;;;;;;;;;;;x
b_alkarth;Alkarth;;;;;;;;;;;;;x
b_alkarth_6;;;;;;;;;;;;;;x
b_alkarth_7;;;;;;;;;;;;;;x
b_alked;Alked;;;;;;;;;;;;;x
b_alkmaar;Alkmaar;;;;;;;;;;;;;x
b_allayar;Allayar;;;;;;;;;;;;;x
b_alldale;Alldale;;;;;;;;;;;;;;x
b_allectus;Allectus;;;;;;;;;;;;;x
b_alloryen;Alloryen;;;;;;;;;;;;;x
b_almalexia;Almalexia;;;;;;;;;;;;;x
b_alman;Alman;;;;;;;;;;;;;x
b_almhold;Almhold;;;;;;;;;;;;;x
b_almhold_5;;;;;;;;;;;;;;x
b_almhold_6;;;;;;;;;;;;;;x
b_almhold_7;;;;;;;;;;;;;;x
b_almrothan;Almrothan;;;;;;;;;;;;;x
b_almrothan_5;;;;;;;;;;;;;;x
b_almrothan_6;;;;;;;;;;;;;;x
b_almrothan_7;;;;;;;;;;;;;;x
b_almula;Almula;;;;;;;;;;;;;x
b_alnos;Alnos;;;;;;;;;;;;;x
b_alorian;Alorian;;;;;;;;;;;;;x
b_alouarta;Alouarta;;;;;;;;;;;;;;x
b_aloyun;Aloyun;;;;;;;;;;;;;x
b_alroce;Alrove;;;;;;;;;;;;;x
b_alrove;Alrove;;;;;;;;;;;;;x
b_alsalihiyah;Alsalihiyah;;;;;;;;;;;;;;x
b_altag;Altag;;;;;;;;;;;;;x
b_altaya;Altaya;;;;;;;;;;;;;x
b_altbosara;Alt Bosara;;;;;;;;;;;;;x
b_altea;Altea;;;;;;;;;;;;;x
b_alten;Alten;;;;;;;;;;;;;x
b_alten_meerhleel;Alten Meerhleel;;;;;;;;;;;;;x
b_altfog;Altfog;;;;;;;;;;;;;x
b_althold;Althold;;;;;;;;;;;;;x
b_altia;Altia;;;;;;;;;;;;;x
b_altmark;Altmark;;;;;;;;;;;;;x
b_altmura;Altmura;;;;;;;;;;;;;x
b_altrin;Altrin;;;;;;;;;;;;;x
b_alwa;Al-Wa;;;;;;;;;;;;;;x
b_amadesa;Amadesa;;;;;;;;;;;;;x
b_amait;Amait;;;;;;;;;;;;;x
b_amakal;Amakal;;;;;;;;;;;;;x
b_amaku;Amaku;;;;;;;;;;;;;x
b_amalam;Amalam;;;;;;;;;;;;;x
b_amalok;Amalok;;;;;;;;;;;;;x
b_amaraya;Amaraya;;;;;;;;;;;;;x
b_amarui;Amarui;;;;;;;;;;;;;x
b_amauri;Amauri;;;;;;;;;;;;;x
b_amawa;Amawa;;;;;;;;;;;;;x
b_amaya;Amaya;;;;;;;;;;;;;x
b_amba;Amba;;;;;;;;;;;;;x
b_ambleside;Ambleside;;;;;;;;;;;;;x
b_amboise;Amboise;Amboise;Amboise;;Amboise;;;;;;;;;x
b_amboise_adj;Amboisean;;amboiser;;;;;;;;;;;x
b_ameeshar;Ame'eshar;;;;;;;;;;;;;x
b_amelion;Amelion;;;;;;;;;;;;;x
b_amelion;Amelion;Amelion;Amelion;;Amelion;;;;;;;;;x
b_amelion_adj;Amelionian;;amelioner;;;;;;;;;;;x
b_amiens;Amiens;Amiens;Amiens;;Amiens;;;;;;;;;x
b_amiens_adj;Amiensian;;amienser;;;;;;;;;;;x
b_amihon;Amihon;;;;;;;;;;;;;x
b_amikawa;Amikawa;;;;;;;;;;;;;x
b_amja;Amja;;;;;;;;;;;;;;x
b_ammon;Ammon;;;;;;;;;;;;;x
b_amnaca;Amnaca;;;;;;;;;;;;;x
b_amnarasak;Amnarasak;;;;;;;;;;;;;x
b_amnatgoon;Amnatgoon;;;;;;;;;;;;;x
b_amnatkham;Amnatkham;;;;;;;;;;;;;x
b_amnatlok;Amnatlok;;;;;;;;;;;;;x
b_amnatohon;Amnatohon;;;;;;;;;;;;;x
b_amnatrachan;Amnatrachan;;;;;;;;;;;;;x
b_amnatthaya;Amnatthaya;;;;;;;;;;;;;x
b_amnchit;Amnchit;;;;;;;;;;;;;x
b_amngoon;Amngoon;;;;;;;;;;;;;x
b_amnket;Amnket;;;;;;;;;;;;;x
b_amnkok;Amnkok;;;;;;;;;;;;;x
b_amnkret;Amnkret;;;;;;;;;;;;;x
b_amnohon;Amnohon;;;;;;;;;;;;;x
b_amnphru;Amnphru;;;;;;;;;;;;;x
b_amnthong;Amnthong;;;;;;;;;;;;;x
b_amol;Amol;Amol;Amol;;Amol;;;;;;;;;x
b_amol_2;Amol;Amol;Amol;;Amol;;;;;;;;;x
b_amol_2_adj;Amolian;;amoler;;;;;;;;;;;x
b_amol_3;Amol;Amol;Amol;;Amol;;;;;;;;;x
b_amol_3_adj;Amolian;;amoler;;;;;;;;;;;x
b_amol_4;Amol;Amol;Amol;;Amol;;;;;;;;;x
b_amol_4_adj;Amolian;;amoler;;;;;;;;;;;x
b_amol_adj;Amolian;;amoler;;;;;;;;;;;x
b_amondale;Amondale;;;;;;;;;;;;;x
b_amonthyr;Amonthyr;;;;;;;;;;;;;x
b_amorfindil;Amorfindil;;;;;;;;;;;;;x
b_amowaram;Amowaram;;;;;;;;;;;;;x
b_amoyona;Amoyona;;;;;;;;;;;;;x
b_amsin;Amsin;;;;;;;;;;;;;x
b_amu;Amu;;;;;;;;;;;;;x
b_amud;Amud;;;;;;;;;;;;;x
b_amus;Amus;;;;;;;;;;;;;x
b_anaen;Anaen;;;;;;;;;;;;;x
b_anaer;Anaer;;;;;;;;;;;;;x
b_anag;Anag;;;;;;;;;;;;;;x
b_anak;Anak;;;;;;;;;;;;;x
b_anakar;Anakar;;;;;;;;;;;;;x
b_anakar_5;Nirgek;;;;;;;;;;;;;;x
b_anakar_6;Zallon;;;;;;;;;;;;;;x
b_anakar_7;Fanad;;;;;;;;;;;;;;x
b_anana;Anana;;;;;;;;;;;;;x
b_anard;Anard;;;;;;;;;;;;;x
b_anariel;Anariel;;;;;;;;;;;;;x
b_anasdaal;Anasdaal;;;;;;;;;;;;;x
b_anatho;Anatho;;;;;;;;;;;;;x
b_anatwyll;Anatwyll;Anatwyll;Anatwyll;;Anatwyll;;;;;;;;;x
b_anatwyll_adj;Anatwyllian;;anatwyller;;;;;;;;;;;x
b_anawall;Anawall;;;;;;;;;;;;;x
b_ancestormoths;Temple of the Ancestor Moths;;;;;;;;;;;;;x
b_ancestorslanding;Ancestor's Landing;;;;;;;;;;;;;x
b_anchawadi;Anchawadi;;;;;;;;;;;;;;x
b_anchormoot;Anchormoot;;;;;;;;;;;;;x
b_ancientsascent;Ancient's Ascent;Ascension des Anciens;;;;;;;;;;;;x
b_andaman;Andaman;;;;;;;;;;;;;x
b_andaral;Andaral;;;;;;;;;;;;;x
b_andasreth;Andasreth;;;;;;;;;;;;;x
b_andavel;Andavel;;;;;;;;;;;;;x
b_andel;Andel;;;;;;;;;;;;;x
b_anderfel;Anderfel;;;;;;;;;;;;;x
b_andrethis;Andrethis;;;;;;;;;;;;;x
b_androma;Androma;;;;;;;;;;;;;x
b_anduin;Anduin;;;;;;;;;;;;;x
b_anduril;Anduril;;;;;;;;;;;;;x
b_aneirvale;Aneirvale;;;;;;;;;;;;;x
b_aneirvale_6;;;;;;;;;;;;;;x
b_aneirvale_7;;;;;;;;;;;;;;x
b_aneqkarn;Aneqkarn;;;;;;;;;;;;;x
b_anequey;Anequey;;;;;;;;;;;;;x
b_anequey_4;Dulquey;;;;;;;;;;;;;;x
b_anequey_5;Geggiss;;;;;;;;;;;;;;x
b_anequey_6;Ginnqass;;;;;;;;;;;;;;x
b_anequey_7;Nemmid;;;;;;;;;;;;;;x
b_anesh;Anesh;;;;;;;;;;;;;x
b_anford;Anford;;;;;;;;;;;;;x
b_ang;Ang;;;;;;;;;;;;;x
b_anga;Anga;;;;;;;;;;;;;x
b_anga_5;;;;;;;;;;;;;;x
b_anga_6;;;;;;;;;;;;;;x
b_anga_7;;;;;;;;;;;;;;x
b_angama;Angama;;;;;;;;;;;;;x
b_angarvunde;Angarvunde;;;;;;;;;;;;;x
b_angasmill;Angasmill;;;;;;;;;;;;;x
b_angat;Angat;;;;;;;;;;;;;x
b_angbesar;Ang Besar;;;;;;;;;;;;;x
b_anger;Anger;Anger;Anger;;Anger;;;;;;;;;x
b_anger_adj;Angerian;;angerer;;;;;;;;;;;x
b_anghat;Anghat;;;;;;;;;;;;;x
b_anghet;Anghet;;;;;;;;;;;;;x
b_anghon;Ang Hon;;;;;;;;;;;;;x
b_angko;Angko;;;;;;;;;;;;;x
b_angkok;Ang Kok;;;;;;;;;;;;;x
b_anglet;Anglet;;;;;;;;;;;;;x
b_angmui;Angmui;;;;;;;;;;;;;x
b_angouleme;Angoulème;Angoulème;Angoulème;;Angoulème;;;;;;;;;x
b_angouleme_adj;Angoulèmean;;angoulèmer;;;;;;;;;;;x
b_angpo;Angpo;;;;;;;;;;;;;x
b_angrezi;Angrezi;;;;;;;;;;;;;x
b_angsuan;Ang Suan;;;;;;;;;;;;;x
b_angthani;Angthani;;;;;;;;;;;;;x
b_angthaya;Angthaya;;;;;;;;;;;;;x
b_angun;Ang Un;;;;;;;;;;;;;x
b_anhuin;Anhuin;;;;;;;;;;;;;x
b_anima;Anima;;;;;;;;;;;;;x
b_aninthe;Aninthe;;;;;;;;;;;;;x
b_aniput;Aniput;;;;;;;;;;;;;x
b_anisas;Anisa's Stop;;;;;;;;;;;;;x
b_ankabul;Ankabul;;;;;;;;;;;;;x
b_ankar;Ankar;;;;;;;;;;;;;x
b_ankarfez;Ankarfez;;;;;;;;;;;;;x
b_ankarli;Ankarli;;;;;;;;;;;;;x
b_ankarmaras;Ankarmaras;;;;;;;;;;;;;x
b_ankartahya;Ankartahya;;;;;;;;;;;;;x
b_ankazig;Ankazig;;;;;;;;;;;;;x
b_ankazmir;Ankazmir;;;;;;;;;;;;;x
b_ankirajan;Ankirajan;;;;;;;;;;;;;x
b_ankobar;Ankobar;;;;;;;;;;;;;x
b_ankober;Ankober;;;;;;;;;;;;;;x
b_anktalya;Anktalya;;;;;;;;;;;;;x
b_annecy;Annecy;Annecy;Annecy;;Annecy;;;;;;;;;x
b_annecy_adj;Annecian;;annecer;;;;;;;;;;;x
b_anneta;An'neta;;;;;;;;;;;;;x
b_anot;Anot;;;;;;;;;;;;;x
b_anpei;Anpei;;;;;;;;;;;;;;x
b_anrove;Anrove;;;;;;;;;;;;;x
b_anse;Anse;Anse;Anse;;Anse;;;;;;;;;x
b_anse_adj;Ansean;;anser;;;;;;;;;;;x
b_ansilgar;Ansilgar;;;;;;;;;;;;;x
b_ansilheim;Ansilheim;;;;;;;;;;;;;x
b_ansilstad;Ansilstad;;;;;;;;;;;;;x
b_ansilvund;Ansilvund;;;;;;;;;;;;;x
b_ansilvund;Ansilvund;Ansilvund;Ansilvund;;Ansilvund;;;;;;;;;x
b_ansilvund_2;Ansilvund;Ansilvund;Ansilvund;;Ansilvund;;;;;;;;;x
b_ansilvund_2_adj;Ansilvundian;;ansilvunder;;;;;;;;;;;x
b_ansilvund_3;Ansilvund;Ansilvund;Ansilvund;;Ansilvund;;;;;;;;;x
