nord;Nord;Nordique;;;;;;;x
nedic;Nedic;Nédique;;;;;;;x
reachmen;Reachmen;Crevassais;;;;;;;;;;;;x
join_the_greybeards_tamriel_desc;Order [Root.GetFirstName] to join the Greybeards. [Root.GetFirstName] will be granted the rank of Novice and can immediately take on Guild jobs and study Specializations if there are any available to [Root.GetHerHim].;Ordonnez à [Root.GetFirstName] de rejoindre les  Grises-Barbes. [Root.GetFirstName] obtiendra le rang de novice et pourra immédiatement accepter des emplois de guilde et étudier les spécialisations s'il y en a de disponibles pour [Root.GetLuiElle].;;;;;;;;;;;;x
cult_greybeards_mod;Greybeard;Grisebarbe;;;;;;;;;;;;x
cult_greybeards_DESC;The Greybeards, an ancient and honoured order of monks who live in silence at the ancient monastery, High Hrothgar, near the summit of the Throat of the World. They are the most famous of the Tongues, or masters of the Voice. They follow the teachings of Jurgen Windcaller, who believed the power of the Voice was a means of attaining enlightenment. Jurgen called his new philosophy the Way of the Voice, and preached a lifestyle of meditative study of the Voice which the Greybeards carry on to this day. Contrary to popular misconceptions, the Greybeards are not, strictly speaking, pacifists. The Way of the Voice teaches only that violence is the least of the Voice's uses, and it should be used for that purpose only in times of "True Need". The coming of a Dragonborn is considered such a time, thus the violent use of the Voice by a Dragonborn is "overlooked", though the other followers of the Way are expected to remain peaceful.;Les  Grises-Barbes, un ancien et honorable ordre de moines qui vivent en silence dans l'ancien monastère, dénommé Haut hrothgar, près du sommet de la gorge du monde. Ils sont les plus connus des Langues, ou maîtres de la voix. Ils suivent les enseignements de Jurgen Parlevent, qui croyait que le pouvoir de la Voix était un moyen d'atteindre l'illumination. Jurgen a appelé sa nouvelle philosophie l'Art de la Voix, et a prêché un style de vie d'étude méditative de la Voix que les Grises-Barbes continuent à ce jour. Contrairement aux idées reçues, les Grises-Barbes ne sont pas à proprement parler des pacifistes. La Voie de la Voix enseigne seulement que la violence est la moindre des utilisations de la Voix, et elle ne devrait être utilisée à cette fin qu'en période de "vrai besoin". La venue d'un Enfant de Dragon est considérée comme un tel moment, ainsi l'utilisation violente de la Voix par un Enfant de Dragon est "négligée", bien que les autres adeptes de la Voie devraient rester pacifiques.;;;;;;;;;;;x
EKGreybeards1Ready;Joining the Greybeards is no simple task. The only means to join their order is to visit High Hrothgar, which can only be done by climbing the Seven Thousand Steps. The journey is long and arduous, but I have the time and the resources to do it, if I so wish.;Rejoindre les Grises-Barbes n'est pas une tâche simple. Le seul moyen de rejoindre leur ordre est de visiter le Haut Hrothgar, ce qui ne peut se faire qu'en grimpant les Sept Mille Marches. Le voyage est long et ardu, mais j'ai le temps et les ressources pour le faire, si je le souhaite.;;;;;;;;;;;;x
EKGreybeards1NotReady;Joining the Greybeards is no simple task. The only means to join their order is to visit High Hrothgar, which can only be done by climbing the Seven Thousand Steps. Unfortunately, I do not have the means to undertake the pilgrimage at this time.;;;;;;;;;;;;;x
EKGreybeards1Accept;Then I'm off to High Hrothgar.;Ensuite, je pars pour le Haut Hrothgar.;;;;;;;;;;;;x
EKGreybeards1Decline;I'll see about setting off later...;J'essaierai de partir plus tard ...;;;;;;;;;;;;x
EKGreybeards1Reject;Nevermind then.;Pas de soucis alors...;;;;;;;;;;;;x
EKGreybeards8A;While meditating, I notice [From.GetBestName] stumble out of the cold and into High Hrothgar. Visits from pilgrims are rare, and almost always mean they wish to join us in studying the Way of the Voice. I will offer for [From.GetHerHim] to meditate with us.;Pendant que je médite, je remarque que [From.GetBestName] sort du froid et pénètre dans le Haut Hrothgar. Les visites des pèlerins sont rares et signifient presque toujours qu'ils souhaitent se joindre à nous pour étudier le Chemin de la Voix. Je lui proposerai de méditer avec nous.;;;;;;;;;;;;x
EKGreybeards8B;While meditating, I notice [From.GetBestName] stumble out of the cold and into High Hrothgar. It is clear to see that [From.GetSheHe] possesses incredible power, and may in fact be a hero the likes of which we may never see for the rest of our lives. I will ask if [From.GetSheHe] wishes to join us.;En méditant, je remarque que [From.GetBestName] sort du froid et pénètre dans le Haut Hrothgar. Il est clair qu'[From.GetIlElle] possède un pouvoir incroyable, et peut en fait être un héros que l'on ne vois qu'une fois dans une vies. Je vais lui demander si [From.GetIlElle] souhaite se joindre à nous.;;;;;;;;;;;;x
EKGreybeards8C;While meditating, I notice [From.GetBestName], who has been here once before but decided not to join our order. Perhaps this has changed since the last visit. I will ask [From.GetHerHim] if [From.GetSheHe] would like to join us.;En méditant, je remarque [From.GetBestName], qui était déjà venu ici une fois mais qui a décidé de ne pas rejoindre notre ordre. Peut-être qu'[From.GetIlElle] a changé d'avis depuis sa dernière visite. Je lui demanderai si [From.GetIlElle] souhaite nous rejoindre.;;;;;;;;;;;;x
EKGreybeards8Accept;Greetings, [From.GetFirstName].;Salutations, [From.GetFirstName].;;;;;;;;;;;;x
EKGreybeards10A;You enter High Hrothgar, a monastery lit by only a few torches. Out from the darkness and into the torchlight steps [greybeard_recruiter.GetBestName], inviting you to meditate in the solitude of the monastery for a time. After a hours and hours of meditation, you realize that you have learned a great deal, and ask to become a Greybeard.;Vous entrez dans le Haut Hrothgar, un monastère éclairé par seulement quelques torches. Sortant de l'obscurité dans la lumières des marches, [greybeard_recruiter.GetBestName] vous invite à méditer dans la solitude du monastère pendant un certain temps. Après des heures et des heures de méditation, vous réalisez que vous avez beaucoup appris et demandez à devenir Grises-Barbes.;;;;;;;;;;;;x
EKGreybeards10B;You enter High Hrothgar, a monastery lit by only a few torches. Out from the darkness and into the torchlight steps [greybeard_recruiter.GetBestName], who whispers that you are perhaps destined for great things, and offers you to meditate with [greybeard_recruiter.GetHerHim] and others. After a hours and hours of meditation, you realize that you have learned a great deal, and [greybeard_recruiter.GetFirstName] asks if you would like to join the Greybeards.;Vous entrez dans le Haut Hrothgar, un monastère éclairé par seulement quelques torches. Sortant de l'obscurité dans la lumières des marches, [greybeard_recruiter.GetBestName] vous chuchote que vous êtes peut-être destiné à de grandes choses et vous propose de méditer avec [greybeard_recruiter.GetLuiElle] et les autres. Après des heures et des heures de méditation, vous vous rendez compte que vous avez beaucoup appris et [greybeard_recruiter.GetFirstName] vous demande si vous souhaitez rejoindre les Grises-Barbes.;;;;;;;;;;;;x
EKGreybeards10Accept;I wish to join your order...;Je souhaite rejoindre votre ordre...;;;;;;;;;;;;x
EKGreybeards10DeclineA;No, but this was an incredible journey.;Non, mais c'était un voyage enrichissant;;;;;;;;;;;;x
EKGreybeards10DeclineB;Not for long, but I will study if I can.;Pas pour longtemps, mais je vais étudier si je le peux;;;;;;;;;;;;x
EKGreybeards11;[From.GetFirstName] has decided to join the Greybeards. After some deliberation, it is agreed upon that this is the best course of action and we permit [From.GetFirstName] to join our order.;[From.GetFirstName] a décidé de rejoindre les Grises-Barbes. Après quelques délibérations, il a été convenu que c'était la meilleure solution et nous autorisons donc [From.GetFirstName] à rejoindre notre ordre.;;;;;;;;;;;;x
EKGreybeards11Accept;Sky above, voice within.;Le ciel au dessus, la voix au dedans;;;;;;;;;;;;x
EKGreybeards12;With help from [From.GetFirstName], I've been allowed into the Greybeards. It is here that I may study the Way of the Voice, and ultimately, the Thu'um.;Avec l'aide de [From.GetFirstName], j'ai été autorisé à entrer chez les Grises-Barbes. C'est ici que l'on étudie l'Art de la Voix et donc le Thu'um.;;;;;;;;;;;;x
EKGreybeards12Accept;Breath and focus.;Respirez et concentrez-vous.;;;;;;;;;;;;x
EKGreybeards15;Perhaps it is due to my natural skills, or because of the Greybeards' focus on my training, but I have gained a greater understanding of the Thu'um.;Peut-être est-ce dû à mes compétences naturelles, ou à la concentration des Grises-Barbes sur ma formation, mais j'ai acquis une meilleure compréhension du Thu'um;;;;;;;;;;;;x
EKGreybeards15Accept;Lok, thu'um.;Lok, thu'um.;;;;;;;;;;;;x
companions_tamriel;Companions;Les Compagnons;;;;;;;;;;;;x
companions_tamriel_desc;The Companions, Skyrim's ancient fighting force, traces its origins to the Five Hundred Companions who accompanied Ysgramor in his return from Atmora and subsequent war with the Snow Elves. Modern Companions strive to embody the heroic virtues of their Merethic-era predecessors and are renowned for a maintaining a strict code of honor, as well as for their superior skill-at-arms.;Les compagnons, l'ancienne force combattante de Skyrim, trouvent leurs origines dans les cinq cents compagnons qui ont accompagné Ysgramor à son retour d'Atmora et de la guerre qui a suivi avec les elfes des neiges. Les compagnons modernes s'efforcent d'incarner les vertus héroïques de leurs prédécesseurs de l'ère Méréthique et sont réputés pour le maintien d'un code d'honneur strict, ainsi que pour leurs compétences d'armes supérieures.;;;;;;;;;;;;x
companions_tamriel_rank_1_male;New-Blood;Sang Neuf;;;;;;;;;;;;x
companions_tamriel_rank_1_female;New-Blood;Sang Neuf;;;;;;;;;;;;x
companions_tamriel_rank_2_male;Shield-Brother;Frère de Bouclier;;;;;;;;;;;;x
companions_tamriel_rank_2_female;Shield-Sister;Soeur de Bouclier;;;;;;;;;;;;x
companions_tamriel_rank_3_male;Captain of the Circle;Capitaine du Cercle;;;;;;;;;;;;x
companions_tamriel_rank_3_female;Captain of the Circle;Capitaine du Cercle;;;;;;;;;;;;x
companions_tamriel_rank_4_male;Harbinger;Hérault;;;;;;;;;;;;x
companions_tamriel_rank_4_female;Harbinger;Hérault;;;;;;;;;;;;x
companions_tamriel_leader_desc;The Harbinger of the Companions.;Le Hérault des Compagnons;;;;;;;;;;;;x
currency_name_companions_tamriel;Reputation;la Réputauion;;;;;;;;;;;;x
EKCompanions10;"Sometimes, the bustle of civilization can be too much to bear. That's why I've taken a walk into the countryside this evening, to get away from it all. Yet even here I cannot find peace and quiet! A young woman, dressed like a priestess of the ancient days, steps out of the shadows to greet me. ""[Root.GetFirstName], your brave and fearless deeds are known far and wide, and this is why I have come to you on behalf of my people. You see, I am a witch of the Glenmoril Wyrd, and while we are great spellcasters, we are no warriors. Our home is under attack, and we need one as great as you to defend it or my sisters may perish.""";"Parfois, l'agitation de la civilisation peut être trop lourde à porter. C'est pourquoi j'ai fait une promenade dans la campagne ce soir, pour m'éloigner de tout. Pourtant, même ici, je ne trouve pas la paix et la tranquillité! Une jeune femme, habillée comme une prêtresse des temps anciens, sort de l'ombre pour me saluer. "" [Root.GetFirstName], vos actes courageux et intrépides sont connus de très loin, et c'est pourquoi je suis venu vers vous au nom de mon peuple . Vous voyez, je suis une sorcière du couvent de Glenmoril, et bien que nous soyons de grands lanceurs de sorts, nous ne sommes pas des guerriers. Notre maison est attaquée, et nous en avons besoin d'un aussi grand que vous pour le défendre ou mes sœurs pourraient périr. "" ";;;;;;;;;;;;x
EKCompanions10Accept;I may be able to help...;Je peux peut être aider...;;;;;;;;;;;;x
EKCompanions10Decline;Begone, foul witch!;Vas t-en, sale sorcière!;;;;;;;;;;;;x
quest_companions_glenmoril;The Glenmoril Wyrd;Le Couvent de Glenmoril;;;;;;;;;;;;x
EKCompanions15;The witch goes on to explain that a cave not far from here is under attack by a small army of undead led by a sorcerer of considerable power. It will be my task to destroy him, thereby dispelling his zombie warriors.;La sorcière continue en expliquant qu'une grotte non loin d'ici est attaquée par une petite armée de morts-vivants dirigée par un sorcier d'une puissance considérable. Ce sera ma tâche de le détruire, dissipant ainsi ses guerriers zombies.;;;;;;;;;;;;x
EKCompanions20;"The witch guides me through the hinterland, and eventually we reach a cavern. As we enter, I see a robed man in the distance, enveloped by magickal energies and surrounded by undead. His back is turned to me, but I can hear him calling out threats. ""Reveal yourselves, ravens! Reveal your secrets, and I may make your deaths quick."" The witch turns to me and explains, ""There he is. My sisters have retreated further into the cavern but are trapped. If there is a time to strike at this sorcerer, surely this is it."" I nod and draw my weapon, rushing towards the rogue mage.";"La sorcière me guide à travers l'arrière-pays, et finalement nous atteignons une caverne. En entrant, je vois un homme en robe au loin, enveloppé par des énergies magiques et entouré de morts-vivants. Son dos est tourné vers moi, mais je peux l'entendre criant des menaces. "" Révélez-vous, corbeaux! Révélez vos secrets, et je pourrais faire vos morts rapidement. "" La sorcière se tourne vers moi et explique, "" Le voilà. Mes sœurs se sont retirées plus loin dans la caverne mais sont piégées S'il y a un temps pour frapper ce sorcier, c'est bien celui-ci. "" J'acquiesce et tire mon arme, me précipitant vers le mage. ";;;;;;;;;;;;x
EKCompanions20Accept;Your necromantic horde is done for - and so are you!;Votre horde nécromantique est éradiquéz - et vous aussi!;;;;;;;;;;;;x
EKCompanions25;The necromancer turns about to face me and his thralls spring a counterattack. I carve through them and get ever closer to my quarry, who raises his hands to hurl a scorching fireball. Although I am engulfed in flame, my pain only fuels my anger as I break through the wall of undead and swing my weapon, decapitating the fiend and killing him outright. His thralls instantly lose their function and collapse to the ground, and I loot the sorcerer's corpse of valuables.;Le nécromancien se retourne pour me faire face et ses esclaves provoquent une contre-attaque. Je les traverse et me rapproche de plus en plus de ma cible, qui lève les mains pour lancer une boule de feu. Bien que je sois engloutie dans la flamme, ma douleur ne fait qu'alimenter ma colère lorsque je brise le mur des morts-vivants et lance mon arme, décapitant le démon et le tuant sur le coup. Ses esclaves perdent instantanément leur fonction et s'effondrent au sol, je récupère ensuite sur le cadavre du sorcier ses objets de valeur.;;;;;;;;;;;;x
EKCompanions25Accept;My task is complete.;Ma tâche est accomplie.;;;;;;;;;;;;x
EKCompanions26;The necromancer turns about to face me and his thralls spring a counterattack. I carve through them and get ever closer to my quarry, who raises his hands to hurl a scorching fireball. I dodge the attack and break through the wall of undead, and swing my weapon, decapitating the fiend and killing him outright. His thralls instantly lose their function and collapse to the ground, and I loot the sorcerer's corpse of valuables.;Le nécromancien se retourne pour me faire face et ses esclaves provoquent une contre-attaque. Je les traverse et me rapproche de plus en plus de ma cible, qui lève les mains pour lancer une boule de feu. J'esquive l'attaque et franchis le mur des morts-vivants, et balance mon arme, décapitant le démon et le tuant sur le coup. Ses esclaves perdent instantanément leur fonction et s'effondrent au sol, je fouille ensuite le cadavre du sorcier afin de trouver des objets de valeur.;;;;;;;;;;;;x
EKCompanions26Accept;My task is complete.;Ma tâche est accomplie;;;;;;;;;;;;x
EKCompanions30;"With my quarry defeated, the witch steps toward me and thanks me for my effort. ""Thank you, [Root.GetFirstName]. You've doubtlessly saved many of us here today, and that is a service we cannot put a price on."" Suddenly, a group of women dressed similarly to the witch appear as if from nowhere. One of them, far older than the rest, steps in front of the others and speaks. ""And that is why we wish to grant you a boon no man or woman could put a price on. We serve Hircine, Lord of the Manbeasts, and we can make you and your Companions even stronger than you already are.""";"Après avoir vaincue ma cible, la sorcière s'avance vers moi pour remercie de mes efforts." "Merci, [Root.GetFirstName]. Vous avez sans aucun doute sauvé beaucoup d'entre nous  aujourd'hui, et c'est un service qui n'a pas de prix "" Soudain, un groupe de femmes habillées de la même manière que la sorcière apparaissent de nulle part. L'une d'entre elles, bien plus âgée que les autres, marche vers vous et parle. "" Et c'est pourquoi nous souhaitons vous accorder une bénédiction, qu'aucun homme ni aucune femme ne pourrait refuser. Nous servons Hircine, le Seigneur des Hommes-Bêtes, et nous pouvons vous rendre, vous et vos compagnons, encore plus forts que vous ne l'êtes déjà. "" ";;;;;;;;;;;;x
EKCompanions30Accept;I accept this gift.;J'accepte le cadeau;;;;;;;;;;;;x
EKCompanions30Decline;No, I sense trickery. I will take my leave.;Non, je sens une ruse. Je vais prendre congé.;;;;;;;;;;;;x
EKCompanions35;"The eldest of the Glenmoril witches directs me to an altar of Hircine, located within one of the deeper parts of the cave. With the aid of some of her followers, she makes incantations and supplications for quite some time, before placing a vial of red liquid on the altar. She directs me to drink the liquid, and I do. I immmediately feel an eruption of horrifying pain, like that of a great beast growing inside my own veins, struggling to fit and screaming to be free. The beast's call takes over my body, and I transform into a werewolf, replete with fangs and razor-sharp claws. But I maintain my mind. ""You are no ordinary werewolf,"" the elder witch states. ""You have the blood of the beast, yet you control this blessing - even when you transform."" At will, I regain my human form. The old woan bids me farewell. ""Leave, then, [Root.GetFirstName], with our thanks.""";"L'aînée des sorcières de Glenmoril m'emmèna vers un autel d'Hircine, situé dans l'une des parties les plus profondes de la grotte. Avec l'aide de certaines de ses disciples, elle fit des incantations et des supplications pendant un bon moment, avant de placer une fiole de liquide rouge sur l'autel. Elle m'ordonna alors de boire le liquide, ce que je fit. Je ressentis immédiatement une horrible douleur, comme si une grande bête grandissai dans mes veines, luttant pour s'échapper et criant d'être libérée. L'appel de la bête envahit mon corps, et je me transforma en loup-garou, avec des crocs et des griffes acérées. Mais je gardai mon esprit. "" Tu n'es pas un loup-garou ordinaire "", déclara la sorcière aînée. "Tu as le sang de la bête en toi, mais tu contrôles cette bénédiction - même lorsque tu te transformes. "" Quand je le souhaite, je retrouve ma forme humaine. La vielle harpie me dit adieu. "" Partez donc, [Root.GetFirstName], avec nos remerciements. "" ";;;;;;;;;;;;x
EKCompanions35OptA;A true gift...I must share it!;Un véritable cadeau... Je devrai le partager.;;;;;;;;;;;;x
EKCompanions35OptB;I will keep this to myself...;Je le garderai pour moi uniquement...;;;;;;;;;;;;x
EKCompanions35Decline;I cannot live with this curse!;Je ne peux pas vivre avec cette malédiction!;;;;;;;;;;;;x
EKCompanions40Title;The Harbinger's Ultimatum;L'ultimatum du Hérault;;;;;;;;;;;;x
EKCompanions40;[From.GetFirstName], Harbinger of the Companions, has requested that all the Captains of the Circle meet [From.GetHerHim] under the Skyforge. There, [From.GetFirstName] explains that [From.GetSheHe] possesses lycanthropy, a gift from Hircine, and says that all those of the Circle will accept it - and become far greater hunters - or will languish in mundane weakness. I have a decision to make.;[From.GetFirstName], Hérault des compagnons, a demandé que tous les capitaines du cercle le retrouvent sous la Forgeciel. Là, [From.GetFirstName] explique qu'[From.GetIlElle] est atteint de lycanthropie, un cadeau d'Hircine, et dit que tous ceux du Cercle devront l'accepter - et deviendront ainsi de bien plus grands chasseurs - ou resteront faible. J'ai une décision à prendre.;;;;;;;;;;;;x
EKCompanions40OptA;I accept this gift of Beast-Blood.;J'accepte le don du sang de la bête;;;;;;;;;;;;x
EKCompanions40OptB;I am already Beast-Blooded. I see no harm in this.;Je suis déjà bénie du sang de la bête, je n'y voie aucun mal à cela.;;;;;;;;;;;;x
EKCompanions40Decline;"A ""gift?"" It's a curse, and I refuse to suffer it!";"Un ""don?"" C'est une malédiction, et je refuse d'en souffrir!";;;;;;;;;;;;x
EKCompanions45A;"[FromFrom.GetFirstName] transforms into a werewolf and, with a scratch across one of [FromFrom.GetHerHis] forearms, bleeds into a bowl in the center of the Underforge. I cup my hand and take a small quantity of blood. After drinking it, horrendous pain shoots through my extremities, like a beast screaming to get out, and I transform into a beast myself! [FromFrom.GetFirstName] says to me, ""You too carry the blood of the beast, and by the ritual's bounds, you exert control over it. We, unlike those who are feral, can transform at will, and retain our faculties.""";"[FromFrom.GetFirstName] se transforme en loup-garou et, d'une entaille sur l'un de ces avant-bras, fait couler son sang dans un bol placer au milleu de la Basse-Forge. J'en prend dans le creux de ma main et bois une petite quantité de sang. Après l'avoir bu, une douleur horrible me traverse, comme si une bête criai pour sortir, et je me transforme moi-même en bête! [FromFrom.GetFirstName] me dit: "" Toi aussi tu portes le sang de la bête, et par ce rituel , tu es capable de le contrôler. Contrairement à ceux qui sont sauvages, nous pouvons nous transformer à volonté et conserver toute nos facultés. "" ";;;;;;;;;;;;x
EKCompanions45B;"[FromFrom.GetFirstName] transforms into a werewolf and, with a scratch across one of [FromFrom.GetHerHis] forearms, bleeds into a bowl in the center of the Underforge. I cup my hand and take a small quantity of blood. After drinking it, I sense a degree of clarity that my lycanthropy never before granted. [FromFrom.GetFirstName] says to me, ""You too carry the blood of the beast, and by the ritual's bounds, you exert control over it. We, unlike those who are feral, can transform at will, and retain our faculties.""";"[FromFrom.GetFirstName] se transforme en loup-garou et, d'une entaille sur l'un de ces avant-bras, fait couler son sang dans un bol placer au milleu de la Basse-Forge. J'en prend dans le creux de ma main et bois une petite quantité de sang. Après avoir bu cela, je sens un degré de clarté que ma lycanthropie ne m'a jamais accordé auparavant. [FromFrom.GetFirstName] me dit: "" Toi aussi tu portes le sang de la bête, et par ce rituel , tu es capable de le contrôler. Contrairement à ceux qui sont sauvages, nous pouvons nous transformer à volonté et conserver toute nos facultés. "" ";;;;;;;;;;;;x
EKCompanions45Accept;This is a gift indeed.;C'est vraiment un cadeau.;;;;;;;;;;;;x
EKCompanions80;[From.GetBestName] wishes to join the Circle. I'll tell [From.GetHerHim] to meet me in the Underforge this evening...;[From.GetBestName] souhaite rejoindre le cercle. Je vais lui dire de me rencontrer dans la Basse-Forge ce soir ...;;;;;;;;;;;;x
EKCompanions80Accept;OK;D'accord;;;;;;;;;;;;x
EKCompanions85;"[From.GetFirstName] asked me to meet [From.GetHerHim] in the Underforge, a mysterious chamber beneath the Skyforge, after dusk. When I arrived, [From.GetSheHe] spoke plainly. ""You are fit to join the Circle, but there is one ritual you must participate in to do so, as all who join the Circle must. I will share my beast-blood - a gift from Hircine - with you, and you will become a great hunter, blessed with strength of body and mind far beyond normal. It is your choice, but to advance in our ranks, you must accept this.""";"[From.GetFirstName] m'a demandé de [From.GetLeLa] rejoindre dans la Basse-Forge, une chambre mystérieuse sous la Forgeciel, après le crépuscule. Quand je suis arrivé, [From.GetIlElle] a parlé clairement." "Vous êtes apte à rejoindre le Cercle" , mais il y a un rituel auquel vous devez participer pour le faire, comme tous ceux qui rejoignent le Cercle. Je partagerai mon sang de bête - un cadeau d'Hircine - avec vous, et vous deviendrez un grand chasseur, doté de la force de corps et esprit bien au-delà de la normale. C'est votre choix, mais pour progresser dans nos rangs, vous devez l'accepter. "" ";;;;;;;;;;;;x
EKCompanions85Void;"[From.GetFirstName] asked me to meet [From.GetHerHim] in the Underforge, a mysterious chamber beneath the Skyforge, after dusk. When I arrived, [From.GetSheHe] spoke plainly. ""You are fit to join the Circle, but there is one ritual you must participate in to do so, as all who join the Circle must. I would share my beast-blood - a gift from Hircine - with you, and you were tp become a great hunter, blessed with strength of body and mind far beyond normal. But I sense my beast-blood will have no effect on you. You smell...wrong. And so we must end this meeting.""";"[From.GetFirstName] m'a demandé de  [From.GetLeLa] rejoindre dans la Basse-Forge, une chambre mystérieuse sous la Forgeciel, après le crépuscule. Quand je suis arrivé, [From.GetIlElle] a parlé clairement." "Vous êtes apte à rejoindre le Cercle" , mais il y a un rituel auquel vous devez participer pour le faire, comme tous ceux qui rejoignent le Cercle. Je partagerais mon sang de bête - un cadeau d'Hircine - avec vous, et vous deviendrez un grand chasseur, doté de force du corps et de l'esprit bien au-delà de la normale. Mais je sens que mon sang de bête n'aura aucun effet sur vous. Vous sentez ... mauvais. Et donc nous devons mettre fin à cette réunion.;;;;;;;;;;;;x
EKCompanions85Accept;I accept.;J'accepte;;;;;;;;;;;;x
EKCompanions85Decline;Forget it!;Oubliez ça!;;;;;;;;;;;;x
EKCompanions85Voided;Damn!;Mince!;;;;;;;;;;;;x
