#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_cornouailles;Cornouailles;Cornouaille;Cornouailles;;Cornouailles;;;;;;;;;x
c_cornouailles_adj;Cornouaillesian;cornouaillaise;cornouailleser;;;;;;;;;;;x
c_cumbria;Cumbria;Cumbria;Cumbria;;Cumbria;;;;;;;;;x
c_cumbria_adj;Cumbrian;cumbrienne;cumbrer;;;;;;;;;;;x
c_dawnstar;Dawnstar;Aubétoile;Dawnstar;;Dawnstar;;;;;;;;;x
c_dawnstar_adj;Dawnstarian;aubétoilé;dawnstarer;;;;;;;;;;;x
c_dijon;Dijon;Dijon;Dijon;;Dijon;;;;;;;;;x
c_dijon_adj;Dijonian;dijonaise;dijoner;;;;;;;;;;;x
c_dorset;Dorset;Dorset;Dorset;;Dorset;;;;;;;;;x
c_dorset_adj;Dorsetian;dorsetenne;dorseter;;;;;;;;;;;x
c_dragonbridge;Dragonbridge;Pont-Dragon;Dragonbridge;;Dragonbridge;;;;;;;;;x
c_dragonbridge_adj;Dragonbridgean;pont-draconique;dragonbridger;;;;;;;;;;;x
c_dreux;Dreux;Dreux;Dreux;;Dreux;;;;;;;;;x
c_dreux_adj;Dreuxian;Drienne;dreuxer;;;;;;;;;;;x
c_druadach;Druadach;Druadach;Druadach;;Druadach;;;;;;;;;x
c_druadach_adj;Druadachian;;druadacher;;;;;;;;;;;x
c_dun_na_ngall;Dún na nGall;Dún na nGall;Dún na nGall;;Dún na nGall;;;;;;;;;x
c_dun_na_ngall_adj;Dún na nGallian;Dún na nGallienne;Dún na nGaller;;;;;;;;;;;x
c_dunmarch;Dunmarch;Dunmarche;Dunmarch;;Dunmarch;;;;;;;;;x
c_dunmarch_adj;Dunmarchian;Dunmarchaise;dunmarcher;;;;;;;;;;;x
c_dunstad;Dunstad;Dunstad;Dunstad;;Dunstad;;;;;;;;;x
c_dunstad_adj;Dunstadian;dunstadienne;dunstader;;;;;;;;;;;x
c_durham;Durham;Durham;Durham;;Durham;;;;;;;;;x
c_durham_adj;Durhamian;;durhamer;;;;;;;;;;;x
c_eastmarch;Eastmarch;Estemarche;Eastmarch;;Eastmarch;;;;;;;;;x
c_eastmarch_adj;Eastmarchian;estemarchaise;eastmarcher;;;;;;;;;;;x
c_eau_rouge;Eau Rouge;Eau Rouge;Eau Rouge;;Eau Rouge;;;;;;;;;x
c_eau_rouge_adj;Eau Rougean;;Eau Rouger;;;;;;;;;;;x
c_eldersblood;Eldersblood;Antésang;Eldersblood;;Eldersblood;;;;;;;;;x
c_eldersblood_adj;Eldersbloodian;antésanguine;eldersblooder;;;;;;;;;;;x
c_epis_froid;Epis-Froid;Epis-Froid;Epis-Froid;;Epis-Froid;;;;;;;;;x
c_epis_froid_adj;Epis-Froidian;;epis-froider;;;;;;;;;;;x
c_essex;Essex;Essex;Essex;;Essex;;;;;;;;;x
c_essex_adj;Essexian;essexoise;essexer;;;;;;;;;;;x
c_facian;Facian;Facian;Facian;;Facian;;;;;;;;;x
c_facian_adj;Facianian;;facianer;;;;;;;;;;;x
c_falkhammer;Falkhammer;Frappaigle;Falkhammer;;Falkhammer;;;;;;;;;x
c_falkhammer_adj;Falkhammerian;Frappaigloise;falkhammerer;;;;;;;;;;;x
c_falkreath;Falkreath;Épervine;Falkreath;;Falkreath;;;;;;;;;x
c_falkreath_adj;Falkreathian;Épervinoise;falkreather;;;;;;;;;;;x
c_fellglow;Fellglow;Clairlande;Fellglow;;Fellglow;;;;;;;;;x
c_fellglow_adj;Fellglowian;Clairlandaise;fellglower;;;;;;;;;;;x
c_fellhammer;Fellhammer;Fiermartel;Fellhammer;;Fellhammer;;;;;;;;;x
c_fellhammer_adj;Fellhammerian;Fiermartelianne;fellhammerer;;;;;;;;;;;x
c_forelhost;Forelhost;Forelhost;Forelhost;;Forelhost;;;;;;;;;x
c_forelhost_adj;Forelhostian;Forelhostienne;forelhoster;;;;;;;;;;;x
c_forez;Forez;Forez;Forez;;Forez;;;;;;;;;x
c_forez_adj;Forezian;forézienne;forezer;;;;;;;;;;;x
c_frise;Frise;Frise;Frise;;Frise;;;;;;;;;x
c_frise_adj;Frisean;frisonne;friser;;;;;;;;;;;x
c_frostflow;Frostflow;Hiveronde;Frostflow;;Frostflow;;;;;;;;;x
c_frostflow_adj;Frostflowian;Hiverondoise;frostflower;;;;;;;;;;;x
c_gaillimh;Gaillimh;Gaillimh;Gaillimh;;Gaillimh;;;;;;;;;x
c_gaillimh_adj;Gaillimhian;;gaillimher;;;;;;;;;;;x
c_galles;Galles;Galles;Galles;;Galles;;;;;;;;;x
c_galles_adj;Gallesian;galloise;galleser;;;;;;;;;;;x
c_galloway;Galloway;Galloway;Galloway;;Galloway;;;;;;;;;x
c_galloway_adj;Gallowaian;Gallowayienne;gallowaer;;;;;;;;;;;x
c_genevois;Genevois;Genevois;Genevois;;Genevois;;;;;;;;;x
c_genevois_adj;Genevoisian;genevoise;genevoiser;;;;;;;;;;;x
c_gevaudan;Gévaudan;Gévaudan;Gévaudan;;Gévaudan;;;;;;;;;x
c_gevaudan_adj;Gévaudanian;gévaudannaise;gévaudaner;;;;;;;;;;;x
c_glasgow;Glasgow;Glasgow;Glasgow;;Glasgow;;;;;;;;;x
c_glasgow_adj;Glasgowian;Glasgowienne;glasgower;;;;;;;;;;;x
c_glenmoril;Glenmoril;Glenmoril;Glenmoril;;Glenmoril;;;;;;;;;x
c_glenmoril_adj;Glenmorilian;Glenmorile;glenmoriler;;;;;;;;;;;x
c_gotelle;Gotelle;Gotelle;Gotelle;;Gotelle;;;;;;;;;x
c_gotelle_adj;Gotellean;;goteller;;;;;;;;;;;x
c_greymarch;Greymarch;Marchegrise;Greymarch;;Greymarch;;;;;;;;;x
c_greymarch_adj;Greymarchian;Marchegrisienne;greymarcher;;;;;;;;;;;x
c_greymoor;Greymoor;Griselande;Greymoor;;Greymoor;;;;;;;;;x
c_greymoor_adj;Greymoorian;Griselandaise;greymoorer;;;;;;;;;;;x
c_greywinter;Greywinter;Mornhiver;Greywinter;;Greywinter;;;;;;;;;x
c_greywinter_adj;Greywinterian;Mornhiveroise;greywinterer;;;;;;;;;;;x
c_gueldre;Gueldre;Gueldre;Gueldre;;Gueldre;;;;;;;;;x
c_gueldre_adj;Gueldrean;gueldre;gueldrer;;;;;;;;;;;x
c_guyenne;Guyenne;Guyenne;Guyenne;;Guyenne;;;;;;;;;x
c_guyenne_adj;Guyennean;Guyennoise;guyenner;;;;;;;;;;;x
c_haalfingar;Haalfingar;Haalfingar;Haalfingar;;Haalfingar;;;;;;;;;x
c_haalfingar_adj;Haalfingarian;Haalfingardienne;haalfingarer;;;;;;;;;;;x
c_hampshire;Hampshire;Hampshire;Hampshire;;Hampshire;;;;;;;;;x
c_hampshire_adj;Hampshirean;;hampshirer;;;;;;;;;;;x
c_harmugstalh;Harmugstalh;Harmugstalh;Harmugstalh;;Harmugstalh;;;;;;;;;x
c_harmugstalh_adj;Harmugstalhian;Harmugstalh;harmugstalher;;;;;;;;;;;x
c_hastrel;Hastrel;Hastrel;Hastrel;;Hastrel;;;;;;;;;x
c_hastrel_adj;Hastrelian;;hastreler;;;;;;;;;;;x
c_havre_corneille;Havre Corneille;Havre Corneille;Havre Corneille;;Havre Corneille;;;;;;;;;x
c_havre_corneille_adj;Havre Corneillean;;Havre Corneiller;;;;;;;;;;;x
c_hawick;Hawick;Hawick;Hawick;;Hawick;;;;;;;;;x
c_hawick_adj;Hawickian;Hawick;hawicker;;;;;;;;;;;x
c_helgen;Helgen;Helgen;Helgen;;Helgen;;;;;;;;;x
c_helgen_adj;Helgenian;Helgenoise;helgener;;;;;;;;;;;x
c_highgate;Highgate;Grande Porte;Highgate;;Highgate;;;;;;;;;x
c_highgate_adj;Highgatean;de la grande porte;highgater;;;;;;;;;;;x
c_highland;Highland;Highland;Highland;;Highland;;;;;;;;;x
c_highland_adj;Highlandian;highlandaise;highlander;;;;;;;;;;;x
c_hollande;Hollande;Hollande;Hollande;;Hollande;;;;;;;;;x
c_hollande_adj;Hollandean;hollandaise;hollander;;;;;;;;;;;x
c_hraggen;Hraggen;Hraggen;Hraggen;;Hraggen;;;;;;;;;x
c_hraggen_adj;Hraggenian;hraggenoise;hraggener;;;;;;;;;;;x
c_hraggstad;Hraggstad;Hraggstad;Hraggstad;;Hraggstad;;;;;;;;;x
c_hraggstad_adj;Hraggstadian;Hraggstadienne;hraggstader;;;;;;;;;;;x
c_ironbind;Ironbind;Ferlié;Ironbind;;Ironbind;;;;;;;;;x
c_ironbind_adj;Ironbindian;ferliée;ironbinder;;;;;;;;;;;x
c_ironheim;Ironheim;Fermonde;Ironheim;;Ironheim;;;;;;;;;x
c_ironheim_adj;Ironheimian;Fermondaine;ironheimer;;;;;;;;;;;x
c_ironpoint;Ironpoint;Ferépée;Ironpoint;;Ironpoint;;;;;;;;;x
c_ironpoint_adj;Ironpointian;Ferépée;ironpointer;;;;;;;;;;;x
c_istirius;Istirius;Istirius;Istirius;;Istirius;;;;;;;;;x
c_istirius_adj;Istiriusian;;istiriuser;;;;;;;;;;;x
c_ivarstead;Ivarstead;Fort Ivar;Ivarstead;;Ivarstead;;;;;;;;;x
c_ivarstead_adj;Ivarsteadian;Ivaroise;ivarsteader;;;;;;;;;;;x
c_karthspire;Karthspire;Karthecime;Karthspire;;Karthspire;;;;;;;;;x
c_karthspire_adj;Karthspirean;Karthecimère;karthspirer;;;;;;;;;;;x
c_karthwasten;Karthwasten;Folperpuis;Karthwasten;;Karthwasten;;;;;;;;;x
c_karthwasten_adj;Karthwastenian;Folperpuisane;karthwastener;;;;;;;;;;;x
c_kartofia;Kartofia;Kartofia;Kartofia;;Kartofia;;;;;;;;;x
c_kartofia_adj;Kartofian;;kartofer;;;;;;;;;;;x
c_kastav;Kastav;Kastav;Kastav;;Kastav;;;;;;;;;x
c_kastav_adj;Kastavian;kastavoise;kastaver;;;;;;;;;;;x
c_kent;Kent;Kent;Kent;;Kent;;;;;;;;;x
c_kent_adj;Kentian;kentoise;kenter;;;;;;;;;;;x
c_konakri;Konakri;Konakri;Konakri;;Konakri;;;;;;;;;x
c_konakri_adj;Konakrian;;konakrer;;;;;;;;;;;x
c_korvanjund;Korvanjund;Korvanjund;Korvanjund;;Korvanjund;;;;;;;;;x
c_korvanjund_adj;Korvanjundian;Korvanjundienne;korvanjunder;;;;;;;;;;;x
c_kvatch;Kvatch;Kvatch;Kvatch;;Kvatch;;;;;;;;;x
c_kvatch_adj;Kvatchian;;kvatcher;;;;;;;;;;;x
c_la_cite_imperiale;La Cité Impériale;La Cité Impériale;La Cité Impériale;;La Cité Impériale;;;;;;;;;x
c_la_cite_imperiale_adj;La Cité Impérialean;;La Cité Impérialer;;;;;;;;;;;x
c_la_cote_blanche;La Côte Blanche;La Côte Blanche;La Côte Blanche;;La Côte Blanche;;;;;;;;;x
c_la_cote_blanche_adj;La Côte Blanchean;;La Côte Blancher;;;;;;;;;;;x
c_la_cote_grise;La Côte Grise;La Côte Grise;La Côte Grise;;La Côte Grise;;;;;;;;;x
c_la_cote_grise_adj;La Côte Grisean;;La Côte Griser;;;;;;;;;;;x
c_la_foret_noire;La Forêt Noire;La Forêt Noire;La Forêt Noire;;La Forêt Noire;;;;;;;;;x
c_la_foret_noire_adj;La Forêt Noirean;;La Forêt Noirer;;;;;;;;;;;x
c_la_marche;La Marche;La Marche;La Marche;;La Marche;;;;;;;;;x
c_la_marche_adj;La Marchean;marchoise;La Marcher;;;;;;;;;;;x
c_la_porte_de_louest;La Porte de l'Ouest;La Porte de l'Ouest;La Porte de l'Ouest;;La Porte de l'Ouest;;;;;;;;;x
c_la_porte_de_louest_adj;La Porte de l'Ouestian;;La Porte de l'Ouester;;;;;;;;;;;x
c_la_riviere_blanche;La Rivière Blanche;La Rivière Blanche;La Rivière Blanche;;La Rivière Blanche;;;;;;;;;x
c_la_riviere_blanche_adj;La Rivière Blanchean;;La Rivière Blancher;;;;;;;;;;;x
c_la_route_dargent;La Route d'Argent;La Route d'Argent;La Route d'Argent;;La Route d'Argent;;;;;;;;;x
c_la_route_dargent_adj;La Route d'Argentian;;La Route d'Argenter;;;;;;;;;;;x
c_la_route_de_lor;La Route de l'Or;La Route de l'Or;La Route de l'Or;;La Route de l'Or;;;;;;;;;x
c_la_route_de_lor_adj;La Route de l'Orian;;La Route de l'Orer;;;;;;;;;;;x
c_la_route_jaune;La Route Jaune;La Route Jaune;La Route Jaune;;La Route Jaune;;;;;;;;;x
c_la_route_jaune_adj;La Route Jaunean;;La Route Jauner;;;;;;;;;;;x
c_la_route_noire;La Route Noire;La Route Noire;La Route Noire;;La Route Noire;;;;;;;;;x
c_la_route_noire_adj;La Route Noirean;;La Route Noirer;;;;;;;;;;;x
c_la_seconde_toyniriance;La Seconde Toyniriance;La Seconde Toyniriance;La Seconde Toyniriance;;La Seconde Toyniriance;;;;;;;;;x
c_la_seconde_toyniriance_adj;La Seconde Toyniriancean;;La Seconde Toyniriancer;;;;;;;;;;;x
c_la_vallee_de_la_niben;La Vallée de la Niben;La Vallée de la Niben;La Vallée de la Niben;;La Vallée de la Niben;;;;;;;;;x
c_la_vallee_de_la_niben_adj;La Vallée de la Nibenian;;La Vallée de la Nibener;;;;;;;;;;;x
c_lancashire;Lancashire;Lancashire;Lancashire;;Lancashire;;;;;;;;;x
c_lancashire_adj;Lancashirean;lancastrienne;lancashirer;;;;;;;;;;;x
c_lanneau_rouge;L'Anneau Rouge;L'Anneau Rouge;L'Anneau Rouge;;L'Anneau Rouge;;;;;;;;;x
c_lanneau_rouge_adj;L'Anneau Rougean;;L'Anneau Rouger;;;;;;;;;;;x
c_leicester;Leicester;Leicester;Leicester;;Leicester;;;;;;;;;x
c_leicester_adj;Leicesterian;leicesteroise;leicesterer;;;;;;;;;;;x
c_leyawiin;Leyawiin;Leyawiin;Leyawiin;;Leyawiin;;;;;;;;;x
c_leyawiin_adj;Leyawiinian;;leyawiiner;;;;;;;;;;;x
c_lhomme_rouge;The Red Man;L'Homme Rouge;;;;;;;;;;x
c_lhomme_rouge_adj;redmanian;hommes rouges;;;;;;;x
c_liatroim;Liatroim;Liatroim;Liatroim;;Liatroim;;;;;;;;;x
c_liatroim_adj;Liatroimian;liatromoise;liatroimer;;;;;;;;;;;x
c_liege;Liège;Liège;Liège;;Liège;;;;;;;;;x
c_liege_adj;Liègean;liègeoise;lièger;;;;;;;;;;;x
c_limousin;Limousin;Limousin;Limousin;;Limousin;;;;;;;;;x
c_limousin_adj;Limousinian;Limousine;limousiner;;;;;;;;;;;x
c_linchal;Linchal;Linchal;Linchal;;Linchal;;;;;;;;;x
c_linchal_adj;Linchalian;;linchaler;;;;;;;;;;;x
c_lit_de_roche;Lit de Roche;Lit de Roche;Lit de Roche;;Lit de Roche;;;;;;;;;x
c_lit_de_roche_adj;Lit de Rochean;;Lit de Rocher;;;;;;;;;;;x
c_lorraine;Lorraine;Lorraine;Lorraine;;Lorraine;;;;;;;;;x
c_lorraine_adj;Lorrainean;lorraine;lorrainer;;;;;;;;;;;x
c_lothian;Lothian;Lothian;Lothian;;Lothian;;;;;;;;;x
c_lothian_adj;Lothianian;lothienne;lothianer;;;;;;;;;;;x
c_lusignan;Lusignan;Lusignan;Lusignan;;Lusignan;;;;;;;;;x
c_lusignan_adj;Lusignanian;mélusine;lusignaner;;;;;;;;;;;x
c_luxembourg;Luxembourg;Luxembourg;Luxembourg;;Luxembourg;;;;;;;;;x
c_luxembourg_adj;Luxembourgian;luxembourgeoise;luxembourger;;;;;;;;;;;x
c_lyon;Lyon;Lyon;Lyon;;Lyon;;;;;;;;;x
c_lyon_adj;Lyonian;lyonnaise;lyoner;;;;;;;;;;;x
c_macon;Macon;Macon;Macon;;Macon;;;;;;;;;x
c_macon_adj;Maconian;mâconnaise;maconer;;;;;;;;;;;x
c_maine;Maine;Maine;Maine;;Maine;;;;;;;;;x
c_maine_adj;Mainean;mainoise;mainer;;;;;;;;;;;x
c_manchester;Manchester;Manchester;Manchester;;Manchester;;;;;;;;;x
c_manchester_adj;Manchesterian;manchesteroise;manchesterer;;;;;;;;;;;x
c_markarth;Markarth;Markarth;Markarth;;Markarth;;;;;;;;;x
c_markarth_adj;Markarthian;markarthienne;markarther;;;;;;;;;;;x
c_metz;Metz;Metz;Metz;;Metz;;;;;;;;;x
c_metz_adj;Metzian;messine;metzer;;;;;;;;;;;x
c_mi;Mí;Mí;Mí;;Mí;;;;;;;;;x
c_mi_adj;Míian;miaise;míer;;;;;;;;;;;x
c_mistwatch;Mistwatch;Gardebrume;Mistwatch;;Mistwatch;;;;;;;;;x
c_mistwatch_adj;Mistwatchian;Gardebrume;mistwatcher;;;;;;;;;;;x
c_montois;Montois;Montois;Montois;;Montois;;;;;;;;;x
c_montois_adj;Montoisian;montésienne;montoiser;;;;;;;;;;;x
c_morgate;Morgate;Portemere;Morgate;;Morgate;;;;;;;;;x
c_morgate_adj;Morgatean;portemere;morgater;;;;;;;;;;;x
c_mortain;Mortain;Mortain;Mortain;;Mortain;;;;;;;;;x
c_mortain_adj;Mortainian;mortaine;mortainer;;;;;;;;;;;x
c_morthal;Morthal;Morthal;Morthal;;Morthal;;;;;;;;;x
c_morthal_adj;Morthalian;morthaloise;morthaler;;;;;;;;;;;x
c_morvunhall;Morvunhall;Morvunhall;Morvunhall;;Morvunhall;;;;;;;;;x
c_morvunhall_adj;Morvunhallian;morvunhall;morvunhaller;;;;;;;;;;;x
c_morvunskar;Morvunskar;Morvunskar;Morvunskar;;Morvunskar;;;;;;;;;x
c_morvunskar_adj;Morvunskarian;morvunkar;morvunskarer;;;;;;;;;;;x
c_nantes;Nantes;Nantes;Nantes;;Nantes;;;;;;;;;x
c_nantes_adj;Nantesian;nantaise;nanteser;;;;;;;;;;;x
c_naso;Naso;Naso;Naso;;Naso;;;;;;;;;x
c_naso_adj;Nasian;;naser;;;;;;;;;;;x
c_neugrad;Neugrad;Neugrad;Neugrad;;Neugrad;;;;;;;;;x
c_neugrad_adj;Neugradian;neugradienne;neugrader;;;;;;;;;;;x
c_niben;Niben;Niben;;;;;;;x
c_niben_adj;Nebenian;Nibenaise;;;;;;;x
c_nilheim;Nilheim;Nilheim;Nilheim;;Nilheim;;;;;;;;;x
c_nilheim_adj;Nilheimian;nilheimoise;nilheimer;;;;;;;;;;;x
c_nimes;Nîmes;Nîmes;Nîmes;;Nîmes;;;;;;;;;x
c_nimes_adj;Nîmesian;nîmoise;nîmeser;;;;;;;;;;;x
c_norfolk;Norfolk;Norfolk;Norfolk;;Norfolk;;;;;;;;;x
c_norfolk_adj;Norfolkian;norfolkienne;norfolker;;;;;;;;;;;x
c_northumberland;Northumberland;Northumberland;Northumberland;;Northumberland;;;;;;;;;x
c_northumberland_adj;Northumberlandian;northumbrienne;northumberlander;;;;;;;;;;;x
c_northwatch;Northwatch;Nordguet;Northwatch;;Northwatch;;;;;;;;;x
c_northwatch_adj;Northwatchian;Nordguaise;northwatcher;;;;;;;;;;;x
c_nouvelle_antionine;Nouvelle Antionine;Nouvelle Antionine;Nouvelle Antionine;;Nouvelle Antionine;;;;;;;;;x
c_nouvelle_antionine_adj;Nouvelle Antioninean;;Nouvelle Antioniner;;;;;;;;;;;x
c_nouvelle_kartoffelie;Nouvelle Kartoffelie;Nouvelle Kartoffelie;Nouvelle Kartoffelie;;Nouvelle Kartoffelie;;;;;;;;;x
c_nouvelle_kartoffelie_adj;Nouvelle Kartoffeliean;;Nouvelle Kartoffeler;;;;;;;;;;;x
c_orcanie;Orcanie;Orcanie;Orcanie;;Orcanie;;;;;;;;;x
c_orcanie_adj;Orcaniean;orcanienne;orcaner;;;;;;;;;;;x
c_orleans;Orléans;Orléans;Orléans;;Orléans;;;;;;;;;x
