#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_the_rift;the Rift;La Brèche;the Rift;;the Rift;;;;;;;;;x
d_the_rift_adj;Riftian;de la brèche;Rifter;;;;;;;;;;;x
d_ulster;Ulster;Ulster;Ulster;;Ulster;;;;;;;;;x
d_ulster_adj;Ulsterian;Ulsterienne;ulsterer;;;;;;;;;;;x
d_ustunspass;Ustunpass;Ustunpass;Ustunpass;;Ustunpass;;;;;;;;;x
d_ustunspass_adj;Ustunpassian;ustunpassienne;ustunpasser;;;;;;;;;;;x
d_vallee_de_nibenay;Vallée de Nibenay;Vallée de Nibenay;Vallée de Nibenay;;Vallée de Nibenay;;;;;;;;;x
d_vallee_de_nibenay_adj;Vallée de Nibenaian;;Vallée de Nibenaer;;;;;;;;;;;x
d_valtgard;Valtgard;Valtgard;Valtgard;;Valtgard;;;;;;;;;x
d_valtgard_adj;Valtgardian;Valtgardienne;valtgarder;;;;;;;;;;;x
d_volkihar;Volkihar;Volkihar;Volkihar;;Volkihar;;;;;;;;;x
d_volkihar_adj;Volkiharian;Volkihar;volkiharer;;;;;;;;;;;x
d_volskygge;Volskygge;Volskygge;Volskygge;;Volskygge;;;;;;;;;x
d_volskygge_adj;Volskyggean;Volskygge;volskygger;;;;;;;;;;;x
d_weal_occidantal;Weal Occidantal;Weal Occidantal;Weal Occidantal;;Weal Occidantal;;;;;;;;;x
d_weal_occidantal_adj;Weal Occidantalian;;Weal Occidantaler;;;;;;;;;;;x
d_whiterun;Whiterun;Blancherive;Whiterun;;Whiterun;;;;;;;;;x
d_whiterun_adj;Whiterunian;blancherivienne;whiteruner;;;;;;;;;;;x
d_winterhold;Winterhold;Fortdhiver;Winterhold;;Winterhold;;;;;;;;;x
d_winterhold_adj;Winterholdian;fortdhiveroise;winterholder;;;;;;;;;;;x
d_york;York;York;York;;York;;;;;;;;;x
d_york_adj;Yorkian;yorkaise;yorker;;;;;;;;;;;x
